source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
Ali Abdaal,310,How I ONLY Work 4 Hours a Day - How to Stay Focused,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=yGYh_6WdAjA,9:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,311,How to Live more Intentionally,,,https://www.youtube.com/watch?v=m_Rz7mY8Lyc,9:59,partial_heygen_fit,0,HeyGen grammar captures a surface signal but misses the real viewer job. Title is too opaque from title alone or belongs to archive/performance material.
Ali Abdaal,312,Productivity for Lazy People - The RAD System,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework,https://www.youtube.com/watch?v=gcGquCZxsJc,13:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,313,"I Lost $54,932 Trading Bitcoin. Here's What I Learned.",Wealth / Career Strategy Essay,Study / Exam Success Playbook; Personal Challenge / Experiment,https://www.youtube.com/watch?v=d5EUzuV9IjU,11:41,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,314,How to Learn Anything FASTER,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=unityETmypk,14:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,315,The Best iPad - iPad Pro vs iPad Air vs iPad 8th Generation,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Wg3VWhu_M6Q,16:29,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,316,How I Became A Better Speaker,Skill Masterclass / Deep Tutorial,,https://www.youtube.com/watch?v=jeSkdpQQtz4,11:24,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,317,8 Surprising Habits That Made Me A Millionaire,Evidence-Based Self-Improvement Essay,Wealth / Career Strategy Essay,https://www.youtube.com/watch?v=IScN1SOcj7A,11:15,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,318,Why I'm Never Tired,Reflective Life Essay,,https://www.youtube.com/watch?v=7m0p8EFy3Pw,8:44,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Reflective Life Essay.
Ali Abdaal,319,How I Built 9 Streams of Income By 23,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=GY9lNl3EO1I,14:36,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,320,The Key to Success on YouTube,Creator Business Playbook,,https://www.youtube.com/watch?v=UGzNMRWEXjU,11:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,321,"Why I Spent $28,402 on Apple Products This Year",Wealth / Career Strategy Essay,Reflective Life Essay; Personal Challenge / Experiment,https://www.youtube.com/watch?v=xT8M90RMsYY,12:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,322,How To Figure Out What You Want To Do With Your Life,Interview / Conversation,,https://www.youtube.com/watch?v=FQJ3MsQFKNg,10:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Interview / Conversation.
Ali Abdaal,323,5 Essential Tips for Long-Lasting Productivity,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=FbSNfj2S6Pw,13:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,324,My iMac Productivity Desk Setup,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=QuD7I_o1WP0,8:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,325,GAME-CHANGER - NEW iMac Review (M1),Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=qffXR9nRO90,16:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,326,My Favourite Tech for Reading Books - Kindle vs iPad vs Books vs Audiobooks,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=pL3lCNCffgg,14:37,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,327,What's in my Bag - My Everyday Carry,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=vQBhSZGq6ns,6:58,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,328,"How I Organize My Life - The ""LAZI"" Productivity System",Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework,https://www.youtube.com/watch?v=Bry8a_7b9aM,9:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,329,How I Type INSANELY Fast (160 WPM) - The Best Keyboards for Fast Typing,Skill Masterclass / Deep Tutorial,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=wmQt-QM0mbQ,15:25,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,330,How I Became REALLY Confident,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=I5hTDOckpnU,13:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,331,The 4 Hobbies that Improved my Life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=o4qiwWFdZ_U,20:27,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,332,How I Manage My Time - 10 Time Management Tips,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework,https://www.youtube.com/watch?v=iONDebHX9qk,11:49,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,333,9 Passive Income Ideas - How I Make $27k per Week,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=M5y69v1RbU0,30:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,334,How To Build A Website in 2026,Skill Masterclass / Deep Tutorial,,https://www.youtube.com/watch?v=acBJsjCqgtM,22:01,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,335,My Home Tech Tour (2021),Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=CZI5uBumcgg,10:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,336,9 Lessons From My Favourite YouTuber,Book Lessons / Reading Canon,Creator Business Playbook; Reflective Life Essay,https://www.youtube.com/watch?v=FiRp3GEebms,15:13,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,337,How to Beat Procrastination,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=RP0oVOH4Zz4,12:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,338,My Favourite iPhone Apps,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=DhGSyddz-g0,16:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,339,My Toxic Relationship With Productivity,Evidence-Based Self-Improvement Essay,Interview / Conversation,https://www.youtube.com/watch?v=3LXUVa4ugwc,20:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,340,"Relationships, Annoying Habits and More - Q&A with my Housemate",Q&A / Community Relationship,Evidence-Based Self-Improvement Essay; Interview / Conversation,https://www.youtube.com/watch?v=hRx1ShvWWeI,21:37,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,341,Is Learning to Rap Useful?,Study / Exam Success Playbook,Personal Challenge / Experiment,https://www.youtube.com/watch?v=CFN1uO1g3ls,14:25,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,342,Why I Left Medicine (And Why I'm Going Back),Study / Exam Success Playbook,Reflective Life Essay,https://www.youtube.com/watch?v=pUmuBfkqBY0,23:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,343,What is Bitcoin? - Bitcoin Explained for Beginners,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=hXkiAfjFtgU,23:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,344,A STUPENDOUSLY Productive Day in my Life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=a3qVXVE_bYQ,10:06,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,345,My Favourite Mac Apps - What's on my Macbook Pro,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=xHFebdaObWo,18:55,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,346,10 cheap purchases that improved my life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=x_5poMWS-L4,9:08,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,347,i wasted the last 6 months of my life...,,,https://www.youtube.com/watch?v=BCWfXWVVsKo,18:41,no_heygen_fit,0,No product/tutorial/update/use-case signal from HeyGen grammar. Title is too opaque from title alone or belongs to archive/performance material.
Ali Abdaal,348,I Slept With My Mouth Taped Shut for 30 Days,Interview / Conversation,,https://www.youtube.com/watch?v=nl8LQrbMdqQ,10:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Interview / Conversation.
Ali Abdaal,349,My INSANELY PRODUCTIVE Valentine's Day,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=5FgvGQXfV10,8:09,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,350,The Book That MOST Changed My Life,Book Lessons / Reading Canon,Reflective Life Essay,https://www.youtube.com/watch?v=nk_Pfxmqn6g,18:01,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,351,21 Life Lessons for Teenagers,Reflective Life Essay,,https://www.youtube.com/watch?v=W3CDMcWlPyM,15:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,352,How I Learnt To Play Piano and Sing,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=ywiSy49yhyU,25:50,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,353,How Writing Online Made me a Millionaire,Creator Business Playbook,Wealth / Career Strategy Essay,https://www.youtube.com/watch?v=vyVpRiqOvt4,16:13,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Creator Business Playbook.
Ali Abdaal,354,How To Beat Imposter Syndrome,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=RBcEpsTmT8Y,12:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,355,The Most PRODUCTIVE Desk Setups on YouTube,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Creator Business Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=cs7TCNDQy1E,20:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,356,My Favourite iPad Productivity Apps,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=dbN2Zvn0npw,13:34,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,357,A RIDICULOUSLY Productive Day in my Life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=KMskdqtR1yA,9:42,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,358,My Top 10 Tips for Aspiring YouTubers,Creator Business Playbook,,https://www.youtube.com/watch?v=GpL4jfLZY3Q,17:36,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,359,My Productivity Desk Setup,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=5791L8VEHZw,15:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,360,Does money REALLY buy happiness?,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=d-bbJUQ_Vro,12:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
